AD,date,reconstructed,data_type_code,century,temp_bin,date_as_date,i,temp_class,id
1830,415,6,Diary,19,>=6 & <9,2022-04-15,20,gte6-and-lt9,647
1831,424,3.5,Diary,19,>=3 & <6,2022-04-24,29,gte3-and-lt6,648
1832,422,3.8,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,649
1833,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,650
1834,421,4.3,Diary,19,>=3 & <6,2022-04-21,26,gte3-and-lt6,651
1835,422,4.1,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,652
1836,421,4.1,Diary,19,>=3 & <6,2022-04-21,26,gte3-and-lt6,653
1837,421,4.3,Diary,19,>=3 & <6,2022-04-21,26,gte3-and-lt6,654
1838,419,4.9,Diary,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,655
1839,430,2,Diary,19,<3,2022-04-30,35,lt3,656
1840,414,6,Diary,19,>=6 & <9,2022-04-14,19,gte6-and-lt9,657
1841,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,658
1842,406,8.6,Diary,19,>=6 & <9,2022-04-06,11,gte6-and-lt9,659
1843,416,5.7,Diary,19,>=3 & <6,2022-04-16,21,gte3-and-lt6,660
1844,415,5.7,Diary,19,>=3 & <6,2022-04-15,20,gte3-and-lt6,661
1845,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,662
1846,408,8,Poetry,19,>=6 & <9,2022-04-08,13,gte6-and-lt9,663
1847,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,664
1848,411,6.9,Diary,19,>=6 & <9,2022-04-11,16,gte6-and-lt9,665
1849,410,7.4,Diary,19,>=6 & <9,2022-04-10,15,gte6-and-lt9,666
1850,419,4.9,Diary,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,667
1851,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,668
1852,422,3.8,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,669
1853,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,670
1854,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,671
1855,411,7.2,Diary,19,>=6 & <9,2022-04-11,16,gte6-and-lt9,672
1856,420,4.3,Diary,19,>=3 & <6,2022-04-20,25,gte3-and-lt6,673
1857,418,5.2,Diary,19,>=3 & <6,2022-04-18,23,gte3-and-lt6,674
1858,414,6.3,Diary,19,>=6 & <9,2022-04-14,19,gte6-and-lt9,675
1859,420,4.6,Diary,19,>=3 & <6,2022-04-20,25,gte3-and-lt6,676
1860,422,3.8,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,677
1861,410,7.4,Diary,19,>=6 & <9,2022-04-10,15,gte6-and-lt9,678
1862,427,2.7,Diary,19,<3,2022-04-27,32,lt3,679
1863,428,2.5,Poetry,19,<3,2022-04-28,33,lt3,680
1864,414,6,Diary,19,>=6 & <9,2022-04-14,19,gte6-and-lt9,681
1865,407,8.3,Diary,19,>=6 & <9,2022-04-07,12,gte6-and-lt9,682
1866,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,683
1867,411,7.2,Diary,19,>=6 & <9,2022-04-11,16,gte6-and-lt9,684
1868,413,6.3,Diary,19,>=6 & <9,2022-04-13,18,gte6-and-lt9,685
1869,415,6,Diary,19,>=6 & <9,2022-04-15,20,gte6-and-lt9,686
1870,409,7.7,Diary,19,>=6 & <9,2022-04-09,14,gte6-and-lt9,687
1871,414,6.3,Diary,19,>=6 & <9,2022-04-14,19,gte6-and-lt9,688
1873,414,6.3,Diary,19,>=6 & <9,2022-04-14,19,gte6-and-lt9,689
1874,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,690
1875,413,6.6,Diary,19,>=6 & <9,2022-04-13,18,gte6-and-lt9,691
1876,420,4.3,Diary,19,>=3 & <6,2022-04-20,25,gte3-and-lt6,692
1877,414,6.3,Diary,19,>=6 & <9,2022-04-14,19,gte6-and-lt9,693
1878,411,7.2,Diary,19,>=6 & <9,2022-04-11,16,gte6-and-lt9,694
1879,412,6.9,Diary,19,>=6 & <9,2022-04-12,17,gte6-and-lt9,695
1880,419,4.6,Diary,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,696
1881,422,4.1,Diary,19,>=3 & <6,2022-04-22,27,gte3-and-lt6,697
1882,407,8.3,Diary,19,>=6 & <9,2022-04-07,12,gte6-and-lt9,698
1883,417,5.4,Diary,19,>=3 & <6,2022-04-17,22,gte3-and-lt6,699
1884,418,4.9,Diary,19,>=3 & <6,2022-04-18,23,gte3-and-lt6,700
1885,423,3.8,Diary,19,>=3 & <6,2022-04-23,28,gte3-and-lt6,701
1886,418,5.2,Diary,19,>=3 & <6,2022-04-18,23,gte3-and-lt6,702
1887,419,4.9,Diary,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,703
1888,416,5.4,Modern Times,19,>=3 & <6,2022-04-16,21,gte3-and-lt6,704
1889,419,4.9,Modern Times,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,705
1890,408,8,Modern Times,19,>=6 & <9,2022-04-08,13,gte6-and-lt9,706
1891,409,7.7,Modern Times,19,>=6 & <9,2022-04-09,14,gte6-and-lt9,707
1892,424,3.2,Modern Times,19,>=3 & <6,2022-04-24,29,gte3-and-lt6,708
1893,419,4.9,Modern Times,19,>=3 & <6,2022-04-19,24,gte3-and-lt6,709
1894,408,8,Modern Times,19,>=6 & <9,2022-04-08,13,gte6-and-lt9,710
1896,415,5.7,Modern Times,19,>=3 & <6,2022-04-15,20,gte3-and-lt6,711
1897,416,5.7,Modern Times,19,>=3 & <6,2022-04-16,21,gte3-and-lt6,712
1898,418,5.2,Modern Times,19,>=3 & <6,2022-04-18,23,gte3-and-lt6,713
1899,409,7.7,Modern Times,19,>=6 & <9,2022-04-09,14,gte6-and-lt9,714
1900,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,715
1901,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,716
1902,408,8,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,717
1903,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,718
1904,417,5.2,Modern Times,20,>=3 & <6,2022-04-17,22,gte3-and-lt6,719
1905,415,6,Modern Times,20,>=6 & <9,2022-04-15,20,gte6-and-lt9,720
1906,415,6,Modern Times,20,>=6 & <9,2022-04-15,20,gte6-and-lt9,721
1907,413,6.6,Modern Times,20,>=6 & <9,2022-04-13,18,gte6-and-lt9,722
1908,411,6.9,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,723
1909,418,5.2,Modern Times,20,>=3 & <6,2022-04-18,23,gte3-and-lt6,724
1910,414,6.3,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,725
1911,408,8,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,726
1912,414,6,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,727
1913,413,6.6,Modern Times,20,>=6 & <9,2022-04-13,18,gte6-and-lt9,728
1914,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,729
1915,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,730
1916,421,4.1,Modern Times,20,>=3 & <6,2022-04-21,26,gte3-and-lt6,731
1917,413,6.6,Modern Times,20,>=6 & <9,2022-04-13,18,gte6-and-lt9,732
1918,414,6.3,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,733
1920,413,6.3,Modern Times,20,>=6 & <9,2022-04-13,18,gte6-and-lt9,734
1922,411,7.2,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,735
1923,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,736
1924,420,4.3,Modern Times,20,>=3 & <6,2022-04-20,25,gte3-and-lt6,737
1925,418,5.2,Modern Times,20,>=3 & <6,2022-04-18,23,gte3-and-lt6,738
1926,418,5.2,Modern Times,20,>=3 & <6,2022-04-18,23,gte3-and-lt6,739
1927,417,5.4,Modern Times,20,>=3 & <6,2022-04-17,22,gte3-and-lt6,740
1928,416,5.4,Modern Times,20,>=3 & <6,2022-04-16,21,gte3-and-lt6,741
1929,413,6.6,Modern Times,20,>=6 & <9,2022-04-13,18,gte6-and-lt9,742
1930,405,8.9,Modern Times,20,>=6 & <9,2022-04-05,10,gte6-and-lt9,743
1931,415,6,Modern Times,20,>=6 & <9,2022-04-15,20,gte6-and-lt9,744
1932,414,6,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,745
1933,416,5.7,Modern Times,20,>=3 & <6,2022-04-16,21,gte3-and-lt6,746
1934,414,6.3,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,747
1935,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,748
1936,420,4.3,Modern Times,20,>=3 & <6,2022-04-20,25,gte3-and-lt6,749
1937,410,7.4,Modern Times,20,>=6 & <9,2022-04-10,15,gte6-and-lt9,750
1938,408,8,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,751
1939,414,6.3,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,752
1940,419,4.6,Modern Times,20,>=3 & <6,2022-04-19,24,gte3-and-lt6,753
1941,410,7.4,Modern Times,20,>=6 & <9,2022-04-10,15,gte6-and-lt9,754
1942,406,8.6,Modern Times,20,>=6 & <9,2022-04-06,11,gte6-and-lt9,755
1943,411,7.2,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,756
1944,409,7.4,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,757
1946,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,758
1947,417,5.4,Modern Times,20,>=3 & <6,2022-04-17,22,gte3-and-lt6,759
1948,411,6.9,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,760
1949,417,5.4,Modern Times,20,>=3 & <6,2022-04-17,22,gte3-and-lt6,761
1950,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,762
1951,408,8,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,763
1952,414,6,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,764
1953,411,7.2,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,765
1954,408,8,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,766
1955,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,767
1956,408,7.7,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,768
1957,413,6.6,Modern Times,20,>=6 & <9,2022-04-13,18,gte6-and-lt9,769
1958,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,770
1959,402,9.9,Modern Times,20,>=9,2022-04-02,7,gte9,771
1960,404,8.9,Modern Times,20,>=6 & <9,2022-04-04,9,gte6-and-lt9,772
1961,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,773
1962,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,774
1963,411,7.2,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,775
1964,408,7.7,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,776
1965,420,4.6,Modern Times,20,>=3 & <6,2022-04-20,25,gte3-and-lt6,777
1966,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,778
1967,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,779
1968,408,7.7,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,780
1969,411,7.2,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,781
1970,417,5.4,Modern Times,20,>=3 & <6,2022-04-17,22,gte3-and-lt6,782
1971,408,8,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,783
1972,408,7.7,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,784
1973,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,785
1974,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,786
1975,410,7.4,Modern Times,20,>=6 & <9,2022-04-10,15,gte6-and-lt9,787
1976,408,7.7,Modern Times,20,>=6 & <9,2022-04-08,13,gte6-and-lt9,788
1977,403,9.6,Modern Times,20,>=9,2022-04-03,8,gte9,789
1978,414,6.3,Modern Times,20,>=6 & <9,2022-04-14,19,gte6-and-lt9,790
1979,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,791
1980,411,6.9,Modern Times,20,>=6 & <9,2022-04-11,16,gte6-and-lt9,792
1981,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,793
1982,403,9.6,Modern Times,20,>=9,2022-04-03,8,gte9,794
1983,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,795
1984,418,4.9,Modern Times,20,>=3 & <6,2022-04-18,23,gte3-and-lt6,796
1985,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,797
1986,412,6.9,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,798
1987,405,8.9,Modern Times,20,>=6 & <9,2022-04-05,10,gte6-and-lt9,799
1988,415,5.7,Modern Times,20,>=3 & <6,2022-04-15,20,gte3-and-lt6,800
1989,403,9.6,Modern Times,20,>=9,2022-04-03,8,gte9,801
1990,329,11.2,Modern Times,20,>=9,2022-03-29,3,gte9,802
1991,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,803
1992,403,9.3,Modern Times,20,>=9,2022-04-03,8,gte9,804
1993,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,805
1994,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,806
1995,409,7.7,Modern Times,20,>=6 & <9,2022-04-09,14,gte6-and-lt9,807
1996,412,6.6,Modern Times,20,>=6 & <9,2022-04-12,17,gte6-and-lt9,808
1997,407,8.3,Modern Times,20,>=6 & <9,2022-04-07,12,gte6-and-lt9,809
1998,401,10.2,Modern Times,20,>=9,2022-04-01,6,gte9,810
1999,404,9.3,Modern Times,20,>=9,2022-04-04,9,gte9,811
2000,409,7.4,Modern Times,21,>=6 & <9,2022-04-09,14,gte6-and-lt9,812
2001,406,8.6,Modern Times,21,>=6 & <9,2022-04-06,11,gte6-and-lt9,813
2002,401,10.2,Modern Times,21,>=9,2022-04-01,6,gte9,814
2003,408,8,Modern Times,21,>=6 & <9,2022-04-08,13,gte6-and-lt9,815
2004,401,9.9,Modern Times,21,>=9,2022-04-01,6,gte9,816
2005,409,7.7,Modern Times,21,>=6 & <9,2022-04-09,14,gte6-and-lt9,817
2006,408,8,Modern Times,21,>=6 & <9,2022-04-08,13,gte6-and-lt9,818
2007,407,8.3,Modern Times,21,>=6 & <9,2022-04-07,12,gte6-and-lt9,819
2008,404,8.9,Modern Times,21,>=6 & <9,2022-04-04,9,gte6-and-lt9,820
2009,405,8.9,Modern Times,21,>=6 & <9,2022-04-05,10,gte6-and-lt9,821
2010,405,8.9,Modern Times,21,>=6 & <9,2022-04-05,10,gte6-and-lt9,822
